,SK_ID_CURR,CREDIT_ACTIVE,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE
2323,206620,Closed,-894,0,-164.0,-164.0,0,230211.0,0.0,0.0,0.0,Consumer credit,-162
2328,265640,Closed,-1960,0,-1834.0,-1814.0,0,21033.0,0.0,0.0,0.0,Consumer credit,-912
2333,417930,Closed,-1540,0,-1236.0,-1099.0,0,57190.5,,,0.0,Consumer credit,-1096
2334,400009,Active,-2776,0,-2532.0,,0,35419.5,18333.0,,0.0,Consumer credit,-556
2335,400009,Closed,-2391,0,-1295.0,-1287.0,0,261450.0,0.0,,0.0,Consumer credit,-485
2336,400009,Active,-1322,0,865.0,,0,135000.0,118336.5,0.0,0.0,Credit card,-33
2338,400009,Closed,-1047,0,-864.0,-864.0,0,41850.0,0.0,0.0,0.0,Consumer credit,-861
2344,207108,Active,-63,0,,,0,22500.0,0.0,,0.0,Microloan,-4
2346,391046,Closed,-956,0,-591.0,-619.0,0,28935.36,0.0,,0.0,Consumer credit,-617
2347,391046,Active,-1924,0,-1743.0,,0,46575.0,0.0,0.0,0.0,Consumer credit,-84
2350,175589,Closed,-983,0,112.0,-442.0,0,900000.0,0.0,0.0,0.0,Consumer credit,-321
2352,175589,Closed,-1624,0,-893.0,-1008.0,0,405000.0,0.0,0.0,0.0,Consumer credit,-991
2361,312123,Closed,-1284,0,-918.0,-512.0,0,0.0,0.0,0.0,0.0,Credit card,-508
2362,312123,Active,-265,0,466.0,,0,467100.0,331834.5,0.0,0.0,Consumer credit,-18
2371,423638,Closed,-2572,0,-2254.0,-2274.0,0,71685.0,,,0.0,Consumer credit,-2274
2376,146433,Closed,-1647,0,-1041.0,-1041.0,0,502105.5,0.0,0.0,0.0,Consumer credit,-1038
2377,146433,Active,-456,0,1370.0,,0,1633500.0,1382737.5,0.0,0.0,Consumer credit,-26
2380,258735,Closed,-1495,0,-1405.0,-1213.0,0,67554.0,0.0,0.0,0.0,Consumer credit,-1213
2383,258735,Closed,-1301,0,-1115.0,-1115.0,0,102375.0,0.0,0.0,0.0,Consumer credit,-1104
2384,258735,Closed,-485,0,-138.0,-138.0,0,82800.0,0.0,0.0,0.0,Consumer credit,-136
2385,258735,Active,-289,0,259.0,,0,495000.0,277141.5,0.0,0.0,Consumer credit,-14
2386,204949,Closed,-1346,0,-1163.0,-1094.0,0,44311.5,,,0.0,Consumer credit,-1091
2389,321041,Active,-327,0,1489.0,,0,2144974.5,1883695.5,0.0,0.0,Car loan,-12
2390,203786,Closed,-2751,0,-2567.0,-2560.0,0,56547.0,0.0,,0.0,Consumer credit,-526
2394,408577,Closed,-2663,0,-2450.0,-2479.0,0,23986.17,0.0,,0.0,Consumer credit,-792
2397,408577,Closed,-2092,0,-1939.0,-1944.0,0,40455.0,0.0,0.0,0.0,Consumer credit,-1658
2398,433286,Active,-667,0,1113.0,,0,0.0,0.0,0.0,0.0,Credit card,-23
2400,433286,Closed,-2623,0,-2256.0,-1983.0,0,77197.5,0.0,0.0,0.0,Consumer credit,-1983
2402,433286,Closed,-1575,0,-479.0,-1092.0,0,334831.5,0.0,0.0,0.0,Consumer credit,-1047
2404,206655,Closed,-1001,0,-787.0,-813.0,0,21060.0,0.0,,0.0,Consumer credit,-759
2417,210943,Closed,-2440,0,-2226.0,-2408.0,0,14934.06,0.0,,0.0,Consumer credit,-806
2420,210943,Closed,-685,0,-392.0,-367.0,0,157500.0,0.0,0.0,0.0,Credit card,-334
2421,210943,Closed,-393,0,-290.0,-262.0,0,270000.0,0.0,0.0,0.0,Credit card,-259
2425,210943,Closed,-2417,0,-2234.0,-531.0,0,31500.0,0.0,0.0,0.0,Consumer credit,-531
2426,249158,Closed,-1413,0,-833.0,-861.0,0,222887.97,0.0,,0.0,Consumer credit,-769
2429,249158,Closed,-695,0,1131.0,-298.0,0,204367.5,0.0,0.0,0.0,Consumer credit,-57
2432,249158,Closed,-2397,0,-1667.0,-1667.0,0,334710.0,0.0,,0.0,Consumer credit,-1235
2434,249158,Closed,-2477,0,-2256.0,-2256.0,0,13500.0,0.0,,0.0,Credit card,-899
2436,249158,Active,-1527,0,,,0,1003950.0,420264.0,583684.65,0.0,Credit card,-27
2437,249158,Active,-1506,0,301.0,,0,603000.0,407254.5,195742.08,0.0,Credit card,-51
2439,249158,Closed,-320,0,-289.0,-289.0,0,180270.0,0.0,0.0,0.0,Consumer credit,-283
2440,249158,Closed,-160,0,-92.0,-92.0,0,675000.0,0.0,0.0,0.0,Consumer credit,-87
2442,125623,Active,-1477,0,-407.0,,0,283500.0,279157.5,0.0,0.0,Credit card,-48
2444,159339,Closed,-1561,0,-1394.0,-1393.0,0,22500.0,0.0,0.0,0.0,Credit card,-1188
2446,132447,Active,-373,0,993.0,,0,135000.0,0.0,0.0,0.0,Credit card,-96
2447,132447,Closed,-2323,0,-2019.0,-2018.0,0,96975.0,0.0,,0.0,Consumer credit,-2018
2450,132447,Closed,-827,0,268.0,-373.0,0,450000.0,0.0,0.0,0.0,Consumer credit,-373
2454,348751,Closed,-1023,0,-475.0,-597.0,0,188608.5,0.0,0.0,0.0,Consumer credit,-593
2458,182650,Active,-1279,0,548.0,,0,405000.0,94189.5,0.0,0.0,Consumer credit,-28
2461,182650,Active,-503,0,593.0,,0,202500.0,189873.0,,0.0,Credit card,-12
2465,293880,Active,-364,0,733.0,,0,860971.5,660330.0,0.0,0.0,Consumer credit,-20
2467,107402,Closed,-1036,0,-306.0,-610.0,0,67500.0,0.0,0.0,0.0,Credit card,-536
2471,107402,Active,-545,0,1281.0,,0,841500.0,,,0.0,Consumer credit,-26
2473,106752,Active,-1337,0,490.0,,0,1143450.0,424017.0,,0.0,Consumer credit,-12
2475,106752,Active,-103,0,27.0,,0,61981.74,31991.535,0.0,0.0,Consumer credit,-7
2476,359356,Active,-310,0,1327.0,,0,391500.0,337149.0,0.0,0.0,Credit card,-7
2477,359356,Active,-29,0,289.0,,0,42403.5,42403.5,0.0,0.0,Consumer credit,-10
2480,343268,Closed,-1234,0,-1185.0,-1185.0,0,1350000.0,0.0,0.0,0.0,Consumer credit,-986
2481,343268,Closed,-997,0,-842.0,-966.0,0,50400.0,0.0,,0.0,Consumer credit,-962
2482,343268,Closed,-1220,0,604.0,-931.0,0,1530000.0,0.0,,0.0,Consumer credit,-925
2484,343268,Closed,-1262,0,31005.0,-747.0,0,90000.0,0.0,,0.0,Credit card,-659
2494,280957,Closed,-1504,0,-1353.0,-667.0,0,333841.5,0.0,0.0,0.0,Consumer credit,-661
2497,310325,Closed,-221,0,510.0,-117.0,0,54000.0,0.0,0.0,0.0,Consumer credit,-114
2499,241004,Active,-78,30,683.0,,0,201313.71,194989.905,,22410.0,Consumer credit,-13
2502,241004,Active,-279,0,1001.0,,0,175500.0,150300.0,0.0,0.0,Consumer credit,-28
2505,241004,Closed,-864,0,-134.0,-128.0,0,201712.5,0.0,0.0,0.0,Consumer credit,-126
2506,286926,Closed,-1290,0,-1168.0,-1168.0,0,36603.0,0.0,,0.0,Consumer credit,-473
2510,409327,Closed,-1276,0,-180.0,-179.0,0,914400.0,0.0,,0.0,Consumer credit,-128
2511,409327,Active,-2595,0,-2284.0,,0,127287.0,0.0,,0.0,Consumer credit,-519
2512,409327,Closed,-2054,0,-1901.0,-1899.0,0,37642.5,0.0,0.0,0.0,Consumer credit,-898
2514,409327,Closed,-1897,0,-1720.0,-1094.0,0,49842.0,,,0.0,Consumer credit,-1091
2515,409327,Active,-1942,0,,,0,24750.0,0.0,24750.0,0.0,Credit card,-10
2516,409327,Active,-221,0,510.0,,0,328061.655,260064.0,0.0,0.0,Consumer credit,-10
2517,170708,Closed,-1987,0,-1651.0,-1651.0,0,202500.0,0.0,0.0,0.0,Consumer credit,-715
2518,170708,Active,-92,0,170.0,,0,180000.0,0.0,0.0,0.0,Credit card,-61
2521,170708,Active,-153,0,943.0,,0,374400.0,343768.5,0.0,0.0,Consumer credit,-28
2524,170708,Closed,-848,0,-544.0,-544.0,0,414000.0,0.0,0.0,0.0,Consumer credit,-542
2527,317440,Closed,-1398,0,-1002.0,-391.0,0,80343.0,0.0,,0.0,Consumer credit,-37
2529,317440,Closed,-1412,0,-1071.0,-1071.0,0,188937.0,,,0.0,Consumer credit,-1064
2531,302696,Closed,-2728,0,-2362.0,-2423.0,0,135000.0,0.0,0.0,0.0,Consumer credit,-2423
2533,302696,Closed,-1775,0,51.0,-314.0,0,972000.0,0.0,0.0,0.0,Consumer credit,-314
2534,302696,Closed,-1003,0,821.0,-636.0,0,2318715.0,,,0.0,Car loan,-636
2535,109540,Closed,-1037,0,658.0,-246.0,0,0.0,0.0,,0.0,Credit card,-244
2540,109540,Closed,-2593,0,-2410.0,-2472.0,0,17320.5,0.0,0.0,0.0,Consumer credit,-2472
2541,109540,Active,-1231,0,,,0,315000.0,0.0,0.0,0.0,Credit card,-11
2542,109540,Active,-985,0,,,0,216000.0,217395.0,0.0,0.0,Credit card,-17
2545,441750,Closed,-971,0,-849.0,-848.0,0,12825.0,0.0,0.0,0.0,Consumer credit,-847
2547,341126,Closed,-371,0,1297.0,-68.0,0,4500.0,0.0,,0.0,Credit card,-63
2550,341126,Active,-1393,0,,,0,135000.0,0.0,,0.0,Credit card,-955
2552,341126,Closed,-1090,0,-723.0,-723.0,0,35244.09,0.0,0.0,0.0,Consumer credit,-717
2553,391490,Active,-457,0,1388.0,,0,0.0,0.0,0.0,0.0,Credit card,-28
2555,139949,Closed,-1554,0,-1220.0,-1248.0,0,41718.42,0.0,,0.0,Consumer credit,-781
2562,226431,Active,-67,0,299.0,,0,38961.0,36877.5,0.0,0.0,Consumer credit,-25
2563,226431,Closed,-187,0,,-179.0,0,18000.0,0.0,,0.0,Microloan,-178
2565,226431,Closed,-78,0,,-76.0,0,22500.0,0.0,,0.0,Microloan,-75
2568,226431,Active,-173,0,1653.0,,0,675000.0,,,0.0,Consumer credit,-30
2573,207828,Active,-1211,0,-652.0,,0,0.0,0.0,0.0,0.0,Credit card,-21
2575,207828,Closed,-847,0,-300.0,-665.0,0,52969.5,0.0,,0.0,Consumer credit,-442
2576,207828,Active,-62,0,31004.0,,0,135000.0,143005.5,0.0,0.0,Credit card,-17
2577,207828,Active,-212,0,62.0,,0,247275.0,106942.5,0.0,0.0,Consumer credit,-50
2583,172726,Active,-265,0,1196.0,,0,90000.0,,,0.0,Credit card,-4
2588,225064,Active,-210,0,886.0,,0,360000.0,313816.5,0.0,0.0,Consumer credit,-23
2589,225064,Active,-1602,0,1023.0,,0,391500.0,342126.0,0.0,0.0,Credit card,-39
2597,434231,Active,-181,0,1249.0,,0,454500.0,454500.0,,0.0,Consumer credit,-165
2600,434231,Closed,-1240,0,-1030.0,-1030.0,0,71460.0,,,0.0,Consumer credit,-1024
2602,434231,Active,-351,0,,,0,0.0,0.0,0.0,0.0,Credit card,-16
2603,434231,Active,-252,0,845.0,,0,321021.045,254188.71,0.0,0.0,Consumer credit,-8
2607,205892,Closed,-384,0,1450.0,-171.0,0,180000.0,0.0,,0.0,Credit card,-166
2610,205892,Closed,-2653,0,-1556.0,-1647.0,0,225000.0,0.0,0.0,0.0,Consumer credit,-1646
2613,205892,Closed,-1255,0,-1194.0,-1192.0,0,45000.0,0.0,0.0,0.0,Consumer credit,-1094
2617,205892,Active,-237,0,1589.0,,0,2286000.0,2118316.5,0.0,0.0,Consumer credit,-13
2624,150217,Closed,-1103,0,-904.0,-904.0,0,225000.0,0.0,,0.0,Consumer credit,-899
2626,150217,Closed,-2761,0,-2455.0,-2455.0,0,58726.62,0.0,0.0,0.0,Consumer credit,-2447
2628,355008,Closed,-1154,0,-793.0,-1038.0,0,50751.0,0.0,,0.0,Consumer credit,-1038
2629,355008,Closed,-907,0,-603.0,-603.0,0,458986.5,0.0,,0.0,Consumer credit,-591
2639,226666,Active,-252,0,819.0,,0,675000.0,536022.0,0.0,0.0,Consumer credit,-25
2640,413580,Closed,-2487,0,-2000.0,-1999.0,0,211446.0,0.0,,0.0,Consumer credit,-504
2641,413580,Closed,-2700,0,-874.0,-1330.0,0,171000.0,,,0.0,Consumer credit,-847
2644,149026,Closed,-1170,0,-804.0,-838.0,0,118125.0,0.0,0.0,0.0,Consumer credit,-837
2645,149026,Active,-328,0,-70.0,,0,112500.0,36216.0,0.0,0.0,Credit card,-22
2648,255514,Active,-715,0,1113.0,,0,90000.0,70420.5,0.0,0.0,Credit card,-83
2650,255514,Closed,-1678,0,-1482.0,-1482.0,0,77404.5,,,0.0,Consumer credit,-1482
2651,255514,Active,-720,0,1113.0,,0,90000.0,0.0,,0.0,Credit card,-23
2655,255514,Closed,-693,0,-328.0,-357.0,0,148500.0,0.0,0.0,0.0,Consumer credit,-353
2656,356229,Closed,-1717,0,-986.0,-985.0,0,270000.0,0.0,0.0,0.0,Consumer credit,-956
2657,356229,Active,-709,0,1117.0,,0,899698.5,,,0.0,Consumer credit,-11
2661,356660,Active,-390,0,720.0,,0,67500.0,0.0,,0.0,Credit card,-246
2662,356660,Active,-107,0,989.0,,0,675000.0,653818.5,,0.0,Consumer credit,-10
2664,356660,Closed,-382,0,-261.0,-261.0,0,132819.705,0.0,0.0,0.0,Consumer credit,-255
2665,197732,Closed,-2697,0,-2331.0,-2331.0,0,90000.0,0.0,0.0,0.0,Consumer credit,-2328
2666,197732,Closed,-2875,0,-2691.0,-2691.0,0,90000.0,0.0,0.0,0.0,Consumer credit,-2689
2670,422912,Active,-268,0,1558.0,,0,351000.0,321156.0,0.0,0.0,Consumer credit,-13
2671,422912,Closed,-2400,0,-2249.0,-1094.0,0,22365.0,,,0.0,Consumer credit,-1091
2672,422912,Closed,-483,0,-119.0,-91.0,0,123102.0,,,0.0,Consumer credit,-85
2676,359723,Closed,-1640,0,-552.0,-912.0,0,765000.0,0.0,0.0,0.0,Consumer credit,-713
2682,438339,Closed,-2350,0,-2169.0,-2169.0,0,80955.0,0.0,0.0,0.0,Consumer credit,-2169
2683,220150,Closed,-1570,0,-413.0,-413.0,0,504000.0,0.0,,0.0,Consumer credit,-392
2687,220150,Active,-107,0,,,0,94500.0,89703.0,0.0,0.0,Credit card,-3
2689,220150,Closed,-1138,0,-894.0,-894.0,0,31677.75,0.0,0.0,0.0,Consumer credit,-787
2700,110875,Closed,-1489,0,9469.0,-1119.0,0,488250.0,,,0.0,Credit card,-1119
2701,110875,Active,-68,0,1757.0,,0,1631871.0,1611874.575,0.0,0.0,Consumer credit,-16
2703,402899,Active,-183,0,124.0,,0,33970.5,18090.0,0.0,0.0,Consumer credit,-26
2710,295798,Closed,-957,0,-743.0,-774.0,0,56608.92,0.0,,0.0,Consumer credit,-742
2717,434363,Closed,-1365,0,-1212.0,-1213.0,0,112500.0,0.0,,0.0,Consumer credit,-1211
2720,434363,Closed,-863,0,963.0,-214.0,0,675000.0,,,0.0,Consumer credit,-214
2722,131885,Active,-296,0,932.0,,0,49500.0,25240.5,0.0,0.0,Credit card,-39
2723,131885,Active,-300,0,1526.0,,0,969300.0,897273.0,0.0,0.0,Consumer credit,-51
2730,155418,Closed,-1974,0,-1518.0,-1518.0,0,218560.5,0.0,,0.0,Consumer credit,-1242
2731,155418,Closed,-1510,0,2143.0,-201.0,0,459000.0,0.0,,0.0,Credit card,-201
2733,155418,Active,-2709,0,-883.0,,0,900000.0,,,0.0,Consumer credit,-1610
2734,155418,Closed,-2554,0,-1458.0,-1581.0,0,447300.0,0.0,0.0,0.0,Consumer credit,-1581
2735,155418,Active,-2495,0,-2130.0,,0,97605.0,0.0,0.0,0.0,Consumer credit,-79
2736,155418,Closed,-781,0,-415.0,-415.0,0,308086.065,0.0,0.0,0.0,Consumer credit,-414
2737,155418,Active,-496,0,600.0,,0,311539.5,205789.5,,0.0,Consumer credit,-12
2738,185111,Active,-212,0,962.0,,0,67500.0,47223.0,0.0,0.0,Credit card,-28
2746,419911,Closed,-1810,0,16.0,-1051.0,0,1564335.0,,,0.0,Car loan,-1047
2747,288857,Closed,-1700,0,-1398.0,-1094.0,0,107955.0,,,0.0,Consumer credit,-1091
2749,288857,Active,-146,0,950.0,,0,389252.025,367015.5,0.0,0.0,Consumer credit,-11
2750,288857,Active,-134,0,,,0,277200.0,0.0,277200.0,0.0,Credit card,-12
2754,273179,Closed,-1095,0,-912.0,-894.0,0,135000.0,0.0,0.0,0.0,Consumer credit,-857
2755,273179,Closed,-1094,0,-912.0,-912.0,0,135000.0,0.0,,0.0,Consumer credit,-906
2756,142960,Closed,-791,0,-426.0,-426.0,0,292500.0,0.0,0.0,0.0,Consumer credit,-103
2759,337359,Closed,-1514,0,-1230.0,-1230.0,0,36364.5,0.0,,0.0,Consumer credit,-477
2765,115270,Active,-1658,0,12743.0,,0,315000.0,158737.5,156259.62,0.0,Credit card,-11
2766,115270,Closed,-886,0,-764.0,-733.0,0,17910.0,0.0,0.0,0.0,Consumer credit,-733
2769,242261,Active,-694,0,1144.0,,0,18000.0,0.0,18000.0,0.0,Credit card,-21
2772,242261,Closed,-745,0,-380.0,-380.0,0,87786.0,0.0,0.0,0.0,Consumer credit,-374
2775,149598,Closed,-1236,0,-932.0,-622.0,0,242797.5,0.0,0.0,0.0,Consumer credit,-103
2776,149598,Closed,-2381,0,175.0,-1492.0,0,1290915.0,0.0,,0.0,Car loan,-1492
2778,149598,Active,-1526,0,300.0,,0,1215000.0,410755.5,,0.0,Car loan,-27
2779,409373,Closed,-1024,0,809.0,-780.0,0,67500.0,0.0,,0.0,Credit card,-284
2789,209309,Closed,-1997,0,-1663.0,-1691.0,0,30018.15,0.0,,0.0,Consumer credit,-802
2791,166088,Closed,-2717,0,-2402.0,-2402.0,0,72373.5,0.0,0.0,0.0,Consumer credit,-2387
2792,166088,Active,-1142,0,-42.0,,0,270000.0,180157.5,0.0,0.0,Credit card,-79
2794,299420,Closed,-2616,0,-2280.0,-2309.0,0,18859.95,0.0,,0.0,Consumer credit,-802
2797,396206,Closed,-816,0,,-513.0,0,4500.0,,,0.0,Consumer credit,-513
2808,412608,Active,-477,0,628.0,,0,720000.0,0.0,0.0,0.0,Credit card,-18
2810,138272,Closed,-2758,0,-931.0,-2535.0,0,675000.0,0.0,0.0,0.0,Consumer credit,-753
2812,138272,Closed,-2541,0,-714.0,-763.0,0,2250000.0,0.0,0.0,0.0,Consumer credit,-679
2813,138272,Active,-210,0,1616.0,,0,2472750.0,,,0.0,Consumer credit,-15
2814,417034,Active,-88,0,1723.0,,0,0.0,0.0,0.0,0.0,Credit card,-23
2817,417034,Closed,-135,0,-110.0,-118.0,0,22500.0,0.0,,0.0,Microloan,-103
2823,417034,Active,-2,0,14.0,,0,54000.0,0.0,,0.0,Microloan,-2
2824,417034,Closed,-21,0,-4.0,-6.0,0,45000.0,0.0,,0.0,Microloan,-2
2828,417034,Closed,-95,0,-82.0,-82.0,0,40500.0,0.0,,0.0,Microloan,0
2837,166221,Active,-187,0,27353.0,,0,180000.0,0.0,0.0,0.0,Credit card,-89
2838,166221,Active,-1328,0,,,0,360000.0,224509.5,123284.925,0.0,Credit card,-10
2842,318696,Closed,-670,0,-548.0,-541.0,0,17527.5,0.0,0.0,0.0,Consumer credit,-540
2845,318696,Closed,-660,0,-367.0,-367.0,0,201793.725,0.0,0.0,0.0,Consumer credit,-367
2848,129104,Active,-425,0,1036.0,,0,156510.0,126544.5,0.0,0.0,Consumer credit,-27
2851,129104,Closed,-1566,0,-1475.0,-1094.0,0,46872.0,,,0.0,Consumer credit,-1091
2859,207559,Closed,-580,0,-215.0,-215.0,0,70875.0,0.0,0.0,0.0,Consumer credit,-212
2863,381384,Active,-22,0,9.0,,0,22500.0,22500.0,0.0,0.0,Consumer credit,-6
2864,381384,Active,-624,0,1202.0,,0,643500.0,428998.5,0.0,0.0,Consumer credit,-19
2867,338503,Active,-246,0,88.0,,0,80959.5,25822.89,,0.0,Consumer credit,-16
2871,338503,Closed,-1142,0,-863.0,-862.0,0,67500.0,0.0,0.0,0.0,Credit card,-844
2872,338503,Closed,-1642,0,-910.0,-894.0,0,114111.0,0.0,0.0,0.0,Consumer credit,-860
2874,338503,Closed,-2883,0,-2577.0,-2577.0,0,49180.5,0.0,,0.0,Consumer credit,-906
2877,165169,Closed,-541,0,-419.0,-396.0,0,74925.0,,,0.0,Consumer credit,-386
2878,403147,Active,-1610,0,216.0,,0,735808.5,144364.5,0.0,0.0,Consumer credit,-23
2883,446136,Closed,-1143,0,-322.0,-348.0,0,270000.0,0.0,0.0,0.0,Consumer credit,-97
2884,446136,Closed,-2280,0,-2037.0,-1094.0,0,251775.0,,,0.0,Consumer credit,-1091
2892,446136,Active,-819,0,,,0,256500.0,165910.5,90585.45,0.0,Credit card,-10
2893,446136,Closed,-458,0,,-166.0,0,74646.765,0.0,0.0,0.0,Credit card,-164
2894,446136,Active,-223,0,,,0,450000.0,0.0,450000.0,0.0,Credit card,-220
2897,215188,Closed,-1335,0,-1150.0,-706.0,0,41220.0,0.0,0.0,0.0,Consumer credit,-706
2900,452618,Closed,-1556,0,-978.0,-1068.0,0,112980.24,0.0,,0.0,Consumer credit,-791
2901,452618,Active,-112,0,100.0,,0,106110.0,54532.71,,0.0,Consumer credit,-16
2903,452618,Active,-240,0,125.0,,0,366750.0,148815.0,0.0,0.0,Consumer credit,-23
2905,452618,Active,-268,0,,,0,11250.0,0.0,0.0,0.0,Credit card,-11
2906,191853,Closed,-1766,0,-1612.0,-1595.0,0,30496.5,0.0,0.0,0.0,Consumer credit,-908
2908,191853,Closed,-1477,0,-744.0,-729.0,0,61803.0,0.0,0.0,0.0,Consumer credit,-609
2911,191853,Closed,-2224,0,-1780.0,-1780.0,0,89887.5,0.0,,0.0,Consumer credit,-1249
2916,191853,Active,-951,0,170.0,,0,337500.0,,,0.0,Credit card,-16
2919,413278,Active,-652,0,628.0,,0,45000.0,43420.5,0.0,0.0,Credit card,-6
2924,413278,Closed,-2699,0,-2333.0,-2333.0,0,80010.0,0.0,0.0,0.0,Consumer credit,-2333
2927,191533,Closed,-1309,0,-212.0,-940.0,0,451440.0,0.0,0.0,0.0,Consumer credit,-925
2928,191533,Active,-994,0,832.0,,0,1028571.435,685899.0,0.0,0.0,Consumer credit,-11
2929,115456,Closed,-937,0,158.0,-327.0,0,284580.0,0.0,0.0,0.0,Consumer credit,-266
2931,115456,Active,-329,0,1497.0,,0,391500.0,353340.0,0.0,0.0,Consumer credit,-13
2934,306761,Closed,-1119,0,-817.0,-800.0,0,133092.0,,,0.0,Consumer credit,-800
2935,306761,Active,-743,0,,,0,90000.0,,,0.0,Credit card,-4
2938,291340,Closed,-2527,0,-2221.0,-2186.0,0,65632.5,,,0.0,Consumer credit,-2182
2945,380118,Closed,-1597,0,229.0,-646.0,0,1980000.0,0.0,,0.0,Car loan,-646
2946,380118,Closed,-2884,0,-2700.0,-2700.0,0,28912.5,0.0,0.0,0.0,Consumer credit,-2697
2953,271959,Closed,-2096,0,-1851.0,-1971.0,0,75076.695,0.0,,0.0,Consumer credit,-799
2956,271959,Closed,-1247,0,-1188.0,-1094.0,0,266206.5,,,0.0,Consumer credit,-1091
2958,128698,Active,-169,0,104.0,,0,69617.52,37245.015,,0.0,Consumer credit,-28
2959,128698,Closed,-484,0,-152.0,-152.0,0,71536.5,0.0,0.0,0.0,Consumer credit,-147
2961,128698,Active,-212,0,1612.0,,0,450000.0,,,0.0,Consumer credit,-8
2968,336151,Closed,-1330,0,-569.0,-1083.0,0,189346.86,0.0,,0.0,Consumer credit,-788
2970,336151,Closed,-294,0,-148.0,-148.0,0,0.0,0.0,0.0,0.0,Credit card,-143
2978,360609,Closed,-867,0,-290.0,-527.0,0,765000.0,0.0,0.0,0.0,Consumer credit,-516
2986,149331,Closed,-2773,0,-2680.0,-2660.0,0,21780.0,0.0,0.0,0.0,Consumer credit,-957
2987,149331,Active,-61,0,488.0,,0,445401.0,188217.0,0.0,0.0,Consumer credit,-17
2989,149331,Closed,-2724,0,-2602.0,-2602.0,0,43650.0,0.0,,0.0,Credit card,-899
2990,149331,Active,-1012,0,31004.0,,0,166500.0,133321.5,,0.0,Credit card,-557
2994,149331,Active,-317,0,49.0,,0,100896.84,16430.625,0.0,0.0,Consumer credit,-13
2996,188141,Active,-1359,0,468.0,,0,675000.0,246550.5,0.0,0.0,Consumer credit,-13
2997,188141,Closed,-1139,0,-954.0,-954.0,0,43033.5,0.0,,0.0,Consumer credit,-948
3000,263520,Closed,-275,0,-103.0,-239.0,0,0.0,0.0,0.0,0.0,Credit card,-227
3002,263520,Closed,-865,0,-499.0,-803.0,0,123345.0,0.0,0.0,0.0,Consumer credit,-802
3008,452945,Closed,-1407,0,-311.0,-735.0,0,2700000.0,0.0,0.0,0.0,Consumer credit,-190
3009,452945,Closed,-1547,0,-1366.0,-1087.0,0,87660.0,0.0,0.0,0.0,Consumer credit,-1087
3010,452945,Active,-198,0,1628.0,,0,3942000.0,3744949.5,0.0,0.0,Consumer credit,-39
3013,452945,Closed,-546,0,1280.0,-346.0,0,1350000.0,0.0,0.0,0.0,Consumer credit,-301
3017,157295,Active,-283,0,448.0,,0,168885.0,128106.0,,0.0,Consumer credit,-10
3019,221857,Active,-249,0,512.0,,0,280705.5,178726.095,,0.0,Consumer credit,-5
3025,221857,Active,-22,0,219.0,,0,88717.5,,,0.0,Consumer credit,-8
3032,214238,Closed,-104,0,-71.0,-78.0,0,13500.0,0.0,0.0,0.0,Consumer credit,-75
3039,452141,Active,-280,0,31005.0,,0,94500.0,92578.5,0.0,0.0,Credit card,-6
3042,395935,Active,-217,0,1509.0,,0,0.0,0.0,0.0,0.0,Credit card,-3
3043,395935,Closed,-777,0,-412.0,-412.0,0,180000.0,0.0,0.0,0.0,Consumer credit,-190
3047,106369,Closed,-398,0,-308.0,-308.0,0,161730.0,0.0,,0.0,Consumer credit,-213
3051,106369,Closed,-877,0,31004.0,-274.0,0,0.0,0.0,0.0,0.0,Credit card,-268
3053,106369,Closed,-2332,0,-506.0,-1461.0,0,675000.0,0.0,0.0,0.0,Consumer credit,-58
3059,106369,Active,-1995,0,8962.0,,1,12600.0,,,0.0,Credit card,-5
3067,266699,Active,-449,0,383.0,,0,180000.0,100399.5,0.0,0.0,Credit card,-85
3069,266699,Closed,-2451,0,-2147.0,-2147.0,0,62955.0,0.0,0.0,0.0,Consumer credit,-2147
3072,433788,Closed,-2364,0,-2178.0,-1386.0,0,38646.0,0.0,0.0,0.0,Consumer credit,-1383
3073,395057,Closed,-1572,0,-1360.0,-1419.0,0,60525.0,0.0,,0.0,Consumer credit,-781
3075,395057,Closed,-1187,0,-1003.0,-1003.0,0,162184.5,0.0,0.0,0.0,Consumer credit,-1002
3076,395057,Active,-2157,0,-11.0,,0,391500.0,388476.0,0.0,0.0,Credit card,-6
3077,395057,Active,-777,0,501.0,,0,1189219.5,525231.0,0.0,0.0,Consumer credit,-10
3083,175470,Active,-897,0,567.0,,0,202500.0,184680.0,0.0,0.0,Credit card,-15
3087,175470,Active,-337,0,,,0,0.0,0.0,0.0,0.0,Credit card,-42
3089,193098,Closed,-1729,0,-1440.0,-1425.0,0,48015.0,0.0,,0.0,Consumer credit,-486
3090,281858,Closed,-811,0,-599.0,-628.0,0,45698.04,0.0,,0.0,Consumer credit,-615
3092,281858,Closed,-1674,0,-1459.0,-1519.0,0,24666.21,0.0,,0.0,Consumer credit,-782
3093,281858,Closed,-1519,0,-1337.0,-1364.0,0,20666.07,0.0,,0.0,Consumer credit,-782
